TN-06,Diane Black,@RepDianeBlack,,,@RepDianeBlack
,,,,,
TN-07,Marsha Blackburn,@MarshaBlackburn,,,@MarshaBlackburn
,,,,,
TN-08,Stephen Fincher,@RepFincherTN08,,,@RepFincherTN08
,,,,,
TN-09,Steve Cohen,@RepCohen,,,@RepCohen
,,,,,
TX-01,Louie Gohmert,@replouiegohmert,,,@replouiegohmert
,,,,,
TX-02,Ted Poe,@JudgeTedPoe,,,@JudgeTedPoe
,,,,,
TX-03,Sam Johnson,@SamsPressShop,,,@SamsPressShop
,,,,,
TX-04,Ralph Hall,,,,
,,,,,
TX-05,Jeb Hensarling,@RepHensarling,,,@RepHensarling
,,,,,
TX-06,Joe Barton,@RepJoeBarton,,,@RepJoeBarton
,,,,,
TX-07,John Culberson,@CongCulberson,,,@CongCulberson
,,,,,
TX-08,Kevin Brady,@RepKevinBrady,,,@RepKevinBrady
,,,,,
TX-09,Al Green,@RepAlGreen,,,@RepAlGreen
,,,,,
TX-10,Michael McCaul,@McCaulPressShop,,,@McCaulPressShop
,,,,,
TX-11,Mike Conaway,@ConawayTX11,,,@ConawayTX11
,,,,,
TX-12,Kay Granger,@RepKayGranger,,,@RepKayGranger
,,,,,
TX-13,Mac Thornberry,@MacTXPress,,,@MacTXPress
,,,,,
TX-14,Randy Weber,@WeberforTexas,,,@WeberforTexas
,,,,,
TX-15,Rubén Hinojosa,@USRepRHinojosa,,,@USRepRHinojosa
,,,,,
TX-16,Beto O'Rourke,@BetoORourke,,,@BetoORourke
,,,,,
TX-17,Bill Flores,@RepBillFlores,,,@RepBillFlores
,,,,,
TX-18,Sheila Jackson-Lee,@JacksonLeeTX18,,,@JacksonLeeTX18
,,,,,
TX-19,Randy Neugebauer,@RandyNeugebauer,,,@RandyNeugebauer
,,,,,
TX-20,Joaquin Castro,@Castro4Congress,,,@Castro4Congress
,,,,,
TX-21,Lamar Smith,@LamarSmithTX21,,,@LamarSmithTX21
,,,,,
TX-22,Pete Olson,@PeteOlson,@OlsonPressShop,,@PeteOlson
,,,,,
TX-23,Pete Gallego,@petegallego,,,@petegallego
,,,,,
TX-24,Kenny Marchant,@RepKenMarchant,,,@RepKenMarchant
,,,,,
TX-25,Roger Williams,@RogerWilliamsTX,,,@RogerWilliamsTX
,,,,,
TX-26,Michael Burgess,@michaelcburgess,,,@michaelcburgess
,,,,,
TX-27,Blake Farenthold,@farenthold,,,@farenthold
,,,,,
TX-28,Henry Cuellar,@RepCuellar,,,@RepCuellar
,,,,,
TX-29,Gene Green,@RepGeneGreen,,,@RepGeneGreen
,,,,,
TX-30,Eddie Bernice Johnson,@RepEBJ,,,@RepEBJ
,,,,,
TX-31,John Carter,@JudgeCarter,,,@JudgeCarter
,,,,,
TX-32,Pete Sessions,@PeteSessions,,,@PeteSessions
,,,,,
TX-33,Marc Veasey,@MarcVeasey,,,@MarcVeasey
,,,,,
TX-34,Filemon Vela,@FilemonVela,,,@FilemonVela
,,,,,
TX-35,Lloyd Doggett,@RepLloydDoggett,,,@RepLloydDoggett
,,,,,
TX-36,Steve Stockman,@SteveStockmanUS,,,@SteveStockmanUS
,,,,,
UT-01,Rob Bishop,,,,
,,,,,
UT-02,Chris Stewart,,ChrisStewart4UT,,@ChrisStewart4UT
,,,,,
UT-03,Jason Chaffetz,@jasoninthehouse,,,@jasoninthehouse
,,,,,
UT-04,Jim Matheson,@RepJimMatheson,,,@RepJimMatheson
,,,,,
VA-01,Rob Wittman,@RobWittman,,,@RobWittman
,,,,,
VA-02,Scott Rigell,@RepScottRigell,,,@RepScottRigell
,,,,,
VA-03,Bobby Scott,@repbobbyscott,,,@repbobbyscott
,,,,,
VA-04,Randy Forbes,@Randy_Forbes,,,@Randy_Forbes
,,,,,
VA-05,Robert Hurt,@RepRobertHurt,,,@RepRobertHurt
,,,,,
VA-06,Bob Goodlatte,@RepGoodlatte,,,@RepGoodlatte
,,,,,
VA-07,Eric Cantor,@EricCantor,,,@EricCantor
,,,,,
VA-08,Jim Moran,@Jim_Moran,,,@Jim_Moran
,,,,,
VA-09,Morgan Griffith,@RepMGriffith,,,@RepMGriffith
,,,,,
VA-10,Frank Wolf,@RepWOLFPress,,,@RepWOLFPress
,,,,,
VA-11,Gerry Connolly,@GerryConnolly,,,@GerryConnolly
,,,,,
VT,Peter Welch,@RepPeterWelch,,,@RepPeterWelch
,,,,,
WA-01,Suzan DelBene,@SuzanDelBene,,,@SuzanDelBene
,,,,,
WA-02,Rick Larsen,@larsenrick,,,@larsenrick
,,,,,
WA-03,Jaime Herrera,@HerreraBeutler,,,@HerreraBeutler
,,,,,
WA-04,Doc Hastings,@DocHastings,,,@DocHastings
,,,,,
WA-05,Cathy McMorris Rodgers,@cathymcmorris,,,@cathymcmorris
,,,,,
WA-06,Derek Kilmer,@RepDerekKilmer,,,@RepDerekKilmer
,,,,,
WA-07,Jim McDermott,@RepJimMcDermott,,,@RepJimMcDermott
,,,,,
WA-08,Dave Reichert,@davereichert,,,@davereichert
,,,,,
WA-09,Adam Smith,@Rep_Adam_Smith,,,@Rep_Adam_Smith
,,,,,
WA-10,Dennis Heck,@DennyHeck,,,@DennyHeck
,,,,,
WI-01,Paul Ryan,@RepPaulRyan,,,@RepPaulRyan
,,,,,
WI-02,Mark Pocan,@MarkPocan,,,@MarkPocan
,,,,,
WI-03,Ron Kind,@RepRonKind,,,@RepRonKind
,,,,,
WI-04,Gwen Moore,@RepGwenMoore,,,@RepGwenMoore
,,,,,
WI-05,James Sensenbrenner,@RpSensenbrenner,,,@RpSensenbrenner
,,,,,
WI-06,Tom Petri,,,,
,,,,,
WI-07,Sean Duffy,@RepSeanDuffy,,,@RepSeanDuffy
,,,,,
WI-08,Reid Ribble,@RepRibble,,,@RepRibble
,,,,,
WV-01,David McKinley,@RepMcKinley,,,@RepMcKinley
,,,,,
WV-02,Shelley Moore Capito,@RepShelley,,,@RepShelley
,,,,,
WV-03,Nick Rahall,,,,
,,,,,
WY,Cynthia Lummis,@CynthiaLummis,,,
